"","date","text","doc_id"
"211",2023-10-22,"📩 Привет ЗеРада!

Много воды лить не буду, но хочу услышать ваше мнение про дружбу Казахстана с США и возможные претензии со стороны России к Казахстану, т.к русофобия развивается внутри страны семимильными шагами!

ПыСы: может пора чемоданы паковать

То, что США хотят окружить Россию «поясом огня» это не ново. Старая и очень логичная политика по отношению к сухопутной державе с такими длинными кордонами. 

Попытка ЦР в Казахстане в январе 2022 это была попытка успеть разжечь ещё один фронт ДО вторжения в Украину. Они очень спешили, поэтому не достаточно подготовились, из-за чего случился полный провал после высадки ВС РФ, что в свою очередь укрепило веру руководства РФ в мощи своей армии. Вот такая вот интересная последовательность событий. 

Конечно, в Казахстане русофобия будет нарастать, потому что Запад продолжает рассматривать Среднюю Азию как следующий регион противодействия РФ. Поэтому с этой точки зрения зрения - пакуйте. 

Но там же есть третий стабилизирующий фактор - Китай, который очень активно развивает свою мягкую силу в регионе. Конечно, русофобия им не мешает никак, но Казахстан и у них - задний двор, поэтому будут стабилизировать если что.",249
"212",2023-10-21,"🇬🇧 Зачем Британцы ломают миропорядок 2.

В глобаллистической модели мира все страны должны по итогу стать вассалами США, без исключения. В рамках Западного блока мы отчетливо видим, насколько когда-то суверенные Франция и Германия стали тотально подвластными США. Британия этого не хочет, поэтому, как ни странно, но им тоже, как РФ и КНР, нужна перезагрузка миропорядка. Особенно, учитывая, что текущий родился по итогу двух мировых войн в результате чего Британия лишилась могущества. 

Напоминаем про Атлантическую Хартию, которую США отказывались подписывать, пока Британия фактически не отказалась от колоний. Так что отношения между англосаксами всегда были высокие только публично.

Война на БВ направлена прежде всего против ЕС, который является ключевым инструментом США по колонизации Европы. Именно перенос полномочий на наднациональный уровень лишил страны Европы ключевых элементов суверенитета☝🏻

Уже понятно, что сдвиги в мире от новой войны будут колоссальные и долгоиграющие. Арабское и мусульманское население ЕС не будет терпеть и молчать. Позиция Брюсселя и отдельных стран, действующих в фарватере США, противоречит мнению новых европейцев. Затянувшийся конфликт в Израиле потенциально может вызвать социальный взрыв в ЕС, который зрел уже давно.

В случае развала ЕС, Британия в выигрыше: часть стран будут ориентироваться на неё. Она способна с прибалтийскими союзниками, Польшей и Украиной создать новые союзы. А сегодня мешает этому Брюссель и ЕС как таковой. Поэтому подрыв ЕС изнутри крайне выгоден Лондону - можно будет заключить новые союзы с отдельными странами Европы ☝️

Вот и ответьте на вопросы:
🔹 кто распланировал атаку ХАМАС (которые ближе всего к Турции, а где был послом до назначения текущий глава Ми-6)?
🔹 кто имеет компетенции делать фейки мирового уровня?
🔹кто аккуратно способствует социальной нестабильности в ЕС...",250
"213",2023-10-21,"🇬🇧 Зачем Британцы ломают миропорядок.

Сегодня имея послезнание прошлого года, мы прекрасно понимаем, кто был архитектором украинского кризиса:

✅ Британия взяла под контроль Зеленского после поездок в Оман и Лондон;
✅ Британия пролоббировала начало развёртывания базы ВМС в Очакове (главный триггер, спровоцировавший РФ);
✅ Последним визитером перед вторжением РФ в Киев был Джонсон, который и уговорил Зеленского не идти на выполнение «Минска-2»;
✅ Именно после следующего визита Джонсона Зе отказался от мирного плана, выработанного в Стамбуле;
✅ Британия часто первой анонсировала поставки новых видов вооружений (, ), при этом переложив на США и Германию основное экономическое бремя войны. 

В рамках ограничения влияния Британии на украинский конфликт Белый Дом провел колоссальную работу: организовал финансовый кризис в Лондоне, добился отставки Джонсона, потом его сменщицы Трасс, затем демонстративно отправили на пенсию Уоллеса. 

Активно идут переговоры о мире: США давят на Зе, Путин передает позитивные сигналы, Украина перестала публично огрызаться, что подтверждает прогресс в переговорах. 

И тут вдруг очередной Черный Лебедь – Ближний Восток. США делают всё, чтобы разрулить: Блинкен договаривается про саммит, но происходит арабская Буча, а пресса Британии из всех Западных стран занимает самую пропалестинскую позицию.

На первый взгляд Палестино-Израильский конфликт выгоден больше всех Китаю и РФ

🇷🇺 Штаты будут вынуждены отрывать часть поддержки от Украины, на этом фоне Зеленский станет сговорчивее относительно условий мирных переговоров.

🇨🇳 КНР будет в будущем иметь возможность начать противостояние на Тайване (может еще и в Корее), когда Штаты совсем вымотаются от войн в Украине и Израиле. 

Даже на этом уровне у Британии есть мотив: не дать победить Байдену, и помочь Трампу, у которого на столе стоит бюст Черчилля. Однако, если подняться на уровень выше, то игра становится ещё интереснее.

Продолжение следует…",251
"214",2023-10-21,"🇷🇺 Опять наверное будет извиняться

Депутат Думы Гурулев опять сделал громкое заявление. Получается, он предлагает уничтожить 20% россиян, которые по его мнению не проголосуют за Путина в 2024 году🤷",252
"215",2023-10-21,"🇺🇸 Принципы или деньги❓

В ответ на сокращение добычи нефти +, Штаты на полгода сняли часть своих санкций с Венесуэлы:
🔹Минфин США выдал генеральные лицензии, которые разрешают проведение операций с участием нефтегазового и золотодобывающего секторов Венесуэлы;
🔹 снят запрет на вторичную торговлю некоторых суверенных облигаций Венесуэлы;
🔹снят запрет на вторичную торговлю долговых и акционерных обязательства государственной нефтяной компании .

Формально санкции смягчены в ответ на соглашение президента страны Мадуро с оппозицией по условиям выборов в Венесуэле 2024 года. 

Реально - администрация Байдена таким образом хочет повысить предложение на нефтяном рынке в преддверии выборов в США. Госкомпания Венесуэлы  уже начала продажу некоторых сортов нефти напрямую, без посредников за наличные иностранным покупателям (через посредников нефть торговалась и без снятия санкций). 

Ну, а Гуайдо и Ко пока пойдут нахер! Цены на топливо заправках для США важнее🤷‍♂️",253
"216",2023-10-21,"💰🇺🇦💰Единственный митинги, которые СБУ разрешает в стране, это митинги в поддержку отбора денег из местных бюджетов и направление их Умерову ‼️

В данном случае ещё и митингуют против главного конкурента Зеленского на будущих выборах - Кличко",254
"217",2023-10-21,"🤦‍♂️ Этот дебил - министр юстиции Украины, если что 🤷",255
"218",2023-10-21,"🇮🇱 Израильский «двенадцатый канал» рассказывает, как министр обороны Галлант объяснил комитету Кнессета относительно оказания помощи Газе перед освобождением заложников: «Американцы настаивали, и мы не в том положении, чтобы им отказать. Мы полагаемся на них в отношении самолетов и военной техники. Что нам делать? Сказать им «нет»?

Что и требовалось доказать: США активно давят на Израиль для продвижения СВОИХ интересов.",256
"219",2023-10-21,"🧩 Как закончится война в Украине

   выходит со статьей. В которой описывают тезисы, о которых мы пишем уже год: 

Киеву всё равно придется подписать мир, только на худших условиях, чем можно было раньше

В первые недели украинского конфликта мир ещё был возможен, несмотря на невообразимые человеческие жертвы и разрушение инфраструктуры. Причём этот мир был возможен трижды: на переговорах в Белоруссии, на переговорах при посредничестве тогдашнего премьер-министра Израиля Нафтали Бенета и, самое многообещающее, на переговорах в Стамбуле.

Во всех трёх случаях конфликт можно было завершить на условиях, удовлетворяющих Украину.

Сегодня же на Западе зарождается осознание того, что конфликт не только не закончится военной победой Украины, но и не достигнет необходимых целей, чтобы заставить Россию уступить ключевым требованиям Киева за столом переговоров. Боевые действия длятся столько времени только ради того, чтобы закончиться точно тем же, чем могли закончиться уже через несколько недель, — но с ещë большими территориальными потерями для Украины и чудовищными человеческими жертвами.

Мы год писали, что надо было заканчивать, когда у Украины была максимально выигрышная позиция - до осени 2022. 

А теперь что? Активно идут переговоры. О них открыто говорит Путин, а Киев впервые в рот воды набрал и ни Данилов, ни Подоляк, не опровергли слова Путина ☝🏻",257
"220",2023-10-21,"🇬🇧 Великобритания 

После первоманса Греты Тунберг, который продемонстрировал явную вовлеченность части мировых элит не на стороне Израиля, решили проверить нашу гипотезу на счёт возможной работы Британии для эскалации на БВ. Британская пресса, оказывается очень интересно освещает конфликт:

 : «Мы, евреи, против сионизма и мы свидетели геноцида, который разворачивается сейчас в Газе». Эллен Бротски и Эриэль Коэн осуждают действия Израиля, но отмечают, что кровь от этих массовых убийств не только на руках израильтян, но и Америки.

 прекращает называть ХАМАС ""боевиками"", пишет  .  Британская медиакорпорация будет называть ХАМАС ""организацией, объявленной британским правительством и другими странами террористической организацией"". Или просто будет использовать название ""ХАМАС"".

После чего вчера Израиль пригрозил, что может помешать  вести репортажи в стране из-за того, что медиа не назвало ХАМАС ""террористами"".

Т.е. пресса Великобритании заняла скорее палестинскую позицию. В ней часто звучат обвинения Израиля в геноциде...

Говорят, что есть страны, у которых есть спецслужбы, но есть спецслужбы, у которых есть страна – Великобритания. И ведь, как красиво играют бывшие хозяева Палестины: вроде как вообще не при делах.",258
"221",2023-10-21,"🇮🇱🇵🇸 ЦАХАЛ показал первые фото американок Джудит и Натали Раанан, которых по гуманитарным соображениями при посредничестве Катара освободили из плена ХАМАС.",261
"222",2023-10-20,"📩 Привет ЗеРада! Интересно послушать Ваше мнение, какие сегодня самые сильные структуры, которые могут так влиять на общественное мнение в мире и кто ими управляет. А так же какими инструментами они пользуются

Лучше всех работают британцы. Они исторически очень любят всё связанное с групповой психологией. Есть масса исторических примеров того, как они ссорили народ перед выходом из колонии, чтобы потом за счёт модерации противостояния продолжать обеспечивать своё влияние. Индия-Пакистан, наверное, самый яркий пример. 

Мы в прямом эфире наблюдали как они работали по Украине. Конечно, им повезло с Зе. Его личностные качества + медиа грамотность очень помогли. 

Фактически у них с ним понятийный ряд был очень похож, они говорили на одном языке, легко понимая друг друга. 

После его поездки в Оман и замены главы Офиса пошли тектонические сдвиги в психологической обработке украинцев. Слова Данилова, про то, что он понял, что Украина готова к войне, когда слышал, как дети поют: «ми за Україну підемо воювати», это не просто так. Общество планомерно, но форсировано готовили к войне. 

И они успели. Фишка плана «мангуст» была в очень быстрой спецоперации с минимальными жертвами с обеих сторон и парадом на Крещатике. Россия собиралась повторить Крым и Казахстан, но было поздно. Бриты сумели взять под контроль эмоции общества. 

Причём они очень рисковали, им важно было также эмоционально вовлечь на первом этапе весь Запад, без этого ничего бы не получилось.

Помните, до Бучи нарратив был 2-3 недели, потом был следующий этап, потом победа с границами 1991…
Не удивлюсь если они сейчас играют против Байдена, который за год смог вытеснить и отправить на пенсию Джонсона, Трасс и Уоллеса.

А про инструменты: тут можно диссертацию написать🧩",262
"223",2023-10-20,"📩 Добрый вечер, ЗеРада. 

Вы написали в посте, что так качественно могут работать только несколько организаций. Можете назвать их? И еще хотелось бы узнать Ваше мнения относительно эффективности СВР, а то в плане медийной компоненты я, к примеру, их вообще не вижу. Понятно, что ее бюджет больше да и возможности, в первую очередь технические, тоже шире, чем у ГУР, но последняя ведет информационную работу явно удачнее в 21 веке. Не могли бы Вы дать ответ на эти вопросы?

Вы немного некорректно задаете вопрос. Вы хотите сравнить разные по функционалу структуры. Служба внешней разведки в Украине тоже есть (Зовнішня розвідка), а в России есть аналог ГУР – ГРУ МО РФ. 

При этом все эти четыре структуры не имеют отношения к информационным войнам. Конкретно информационные войска в Украине входят в структуру ССО МО Украины (ещё есть в СБУ и МВД подразделения), а не ГУР МО. 

Координацию всех информационных операций осуществляет Центр противодействия дезинформации при РНБО. 

В РФ всё по-другому. Там вообще нет единого центра координации информационной компоненты. У каждого ведомства свои инструменты.",263
"224",2023-10-20,"🧩А вот и первые звоночки. Как мы и прогнозировали по итогам этой стадии Палестино-Израильского конфликта евреи лишаться статуса угнетаемых и приобретут статус угнетающих.

Спецдокладчик ООН по ситуации с правами человека на палестинской территории Франческа Альбанезе заявила, что Израиль совершает преступления против человечности в Газе, существует риск геноцида:

«Организация Объединенных Наций и ее государства-члены должны активизировать усилия по достижению немедленного прекращения огня между сторонами, прежде чем мы достигнем точки невозврата. Международное сообщество несет ответственность за предотвращение и защиту населения от жестоких преступлений. Также необходимо немедленно привлечь к ответственности за международные преступления, совершенные израильскими оккупационными силами и ХАМАС».

Геноцид - серьёзное обвинение. Оно отлично подходит, чтобы лишить израильтян исключительности☝️",264
"225",2023-10-20,"📩 Привет, любимая Зерада!!!

Просто хочу высказаться по поводу ""гениального"" решения о запрете УПЦ.
Я себе ставила крайний рубеж терпимости этой вакханалии, под названием ""слуга народа"" + верховная зрада: пока не заберут право на вероисповедание. Я голосовала за Зеленского против Порошенко ИСКЛЮЧИТЕЛЬНО из-за того,что он обещал не трогать религию. Исключительно поэтому за него голосовать пошла я,мои родственники, все прихожане нашего(да и по всей стране!) храма. Против порошенковского термоса и ряжаных в рясы пцушников. В стране,где забрали у народа абсолютно всё!!!!! - забирают Бога. Единственного, Кто слышит слезы и молитвы. Лишают возможности покрестить,отпеть, отслужить молебен за ребят на передовой, которые тоже очень верующие, в большинстве своём. Лишают Богослужения и Причастия по каноническим правилам. У меня кроме презрения и брезгости ничего не осталось. Я знаю, что это ужасный грех, но я ненавижу этих антихристов. Я понимаю теперь одно,я должна просто бросить всё и валить. Хоть даже в Россию. Потому что эту страну больше ничего не ждёт, тк эти ублюдки подписали себе смертный приговор.",265
"226",2023-10-20,"🇮🇱🌎🇮🇱 Новое позиционирование евреев

Одной из легенд (не в плане, что это неправда, а плане что это было общим знанием) уходящей эпохи (миропорядка) было отношение к евреям, как к нации больше всего пострадавшей от главного зла той самой эпохи. 

Думаю, для многих людей создание государства Израиль было некой компенсацией от человечества за те испытания, которые выпали на судьбу еврейского народа (мало кто в деталях понимает мотивацию Сталина и конъюнктуру того момента). 

В отличии от евреев другие нации, против которых применялся холокост, не добились такого признания. Конечно, этим ментальным бонусом Израиль пользовался, в т.ч. в общественной дипломатии. 

Непонятно зачем официальные лица Израиля делают те заявления, которые делают, но могу сказать, что в новом мире у евреев этого бонуса не будет. 

«40 обезглавленных детей», «удар по больнице» и заявления про человекоподобных животных уже поменяли отношение миллионов людей. 

Я говорил с человеком, который прочел много книг про холокост, про фабрики смерти, даже ездил в некоторые. Представляете его эмоциональную вовлеченность в беду еврейского народа? Через 10 дней конфликта, он считает, что Израиль ведёт себя очень неправильно. 

Конечно, это выборочный случай, но очень красноречивый.

Странно, что в руководстве такого суперсовременного государства так легкомысленно отнеслись к вопросу когнитивного противостояния и наделали столько ошибок. 

Так что в периоде трансформации, как и в новой эре у Израиля будет точно новый образ, какой мы пока не знаем, но уже точно не образ жертвы.",266
"227",2023-10-20,"📩 Здравствуйте уважаемая зерада. 

Увидел ваш пост насчет Нового фронта для России
Хотелось бы поправить, что лидером израильской партии ликуд всё же является действующий премьер-министр Биньямин Нетяньяху. Если так было сказано в репортаже от , тогда получается это просто пропаганда по моему мнению, или же по незнанию.Верю больше в первое.

Амир Вайтман является одним из создателей внутрипартийной группы,которая действует внутри партии Ликуд в кнесете, под названием Новое Либеральное движение"". Цель этого движения, продвижение либеральной политики с упором на экономическую сферу. Взгляды Вайтмана праворадикальные. Также он не является депутатом в действующем кнесете. Владеет инвестиционной компанией под названием Шемпл Кэпитал. Новое Либеральное Движение поддерживает и советует определённых людей на в кнесет во время выборов от партии Ликуд ( по моему мнению также и спонсируют),
Очень надеюсь, что к его словам и мыслям не начнут прислушиваться на высшем официальном уровне. Здесь уже имеется напряжение по отношению в сторону Российской Федерации среди МЕДИА, СМИ и т.д. Нам ещё этого не хватало здесь иметь в качестве врага такую страну как Россия.

С уважением Дмитрий

Я вам больше скажу. Нападки в адрес РФ понятны, и можно было бы говорить, что РФ заплатит, но зачем привязывать победу Украины? Понимаете? 

Очень похоже на полит. провокацию Банковой.",267
"228",2023-10-20,"📩 Здравствуйте ЗеРада!

Читаю ваш канал с 02.22. У меня есть родня по обе стороны конфликта, а сам я давно живу в третьей стране, и мне горько за всем этим наблюдать. Смотря на всё происходящее, не в обиду простым украинцам, власть у них захватили популисты и самодурки, какие-то инфантильные идиоты, которые сидя в раде ваяют законы, лишь бы угодить ЕС. На передовой гибнут тысячи украинцев. Запрет церкви, которой 1000 лет, одобрение однополых связей - у украинцев об этом спросили? Спросили у тех солдат, которые на передовой? Почему горстка людей (примерно 450 человек, у которых дети давно заграницей), сидя в теплых креслах в раде, решают как жить дальше обычным людям? Они же не имеют на это никакого морального права. Вопрос: будет ли оценка их текущим действиям по окончанию конфликта, когда люди откроют свои глаза?

Это называет неоколониализм. Если бы не война эти «реформы» проводились бы медленнее, но война «форсировала» процессы. 

Более того это 450 решают как жить даже за детей остальных людей: в кредит . 

Никакой оценки этим действиям не будет дано, они останутся полностью безнаказанными. Есть внешняя угроза, которая им развязала руки полностью 🤷",268
"229",2023-10-20,"Байден этой ночью обратился к американскому народу и заявил о поддержке Украины и Израиля. 

Он пообещал уже сегодня направить в конгресс экстренный бюджетный запрос на финансирование обеих стран. Ранее СМИ писали, что совокупно этот запрос может составить до ста миллиардов долларов. 

Байден назвал помощь Украине ""разумной инвестицией"" для будущих поколений. Но уточнил, что планов отправлять американских военных в Украину по-прежнему нет. США не хотят, чтобы американская армия воевала с российской, добавил президент.

Что же до Израиля, то Байден призвал его власти не быть ""ослепленными яростью"" и выразил надежду, что Тель-Авив не допустит распространения конфликта. Параллельно США и партнеры работают над ""лучшим будущим"" для Ближнего Востока. Кроме того, Байден призвал не отказываться от варианта решения конфликта Израиля и Палестины на базе двух государств.",269
"230",2023-10-20,"🇷🇺 Путин неожиданно прибыл в штаб российской группировки в Ростове-на-Дону. 

Возможно, это связано с неудачей Авдеевской операции. По фото/видео подтверждениям у РФ рекордные потери в технике в 2023 году именно в рамках Авдеевской операции.",270
"231",2023-10-20,"🇮🇱⚡️🇷🇺 Новый фронт России? 

Лидер правящей израильской партии «Ликуд» Амир Вейтман: 

Россия поддерживает нацистов, которые хотят совершить геноцид нашего народа. И Россия заплатит. Также заплатит. А теперь слушайте меня очень внимательно. Мы покончим с этими нацистами, мы победим в этой войне. Это займет время. Но мы эту войну выиграем. После чего не забудем, что вы делаете. Не забудем. Мы придем и сделаем так, что Украина победит. Убедимся, что вы поплатились за то, что вы сделали. 

То, чего так долго добивался Зеленский: Израиль становится на сторону Украины. 

В биполярном противостоянии, как бы долго отдельные элементы из разных лагерей не старались быть нейтралами по отношению друг к другу, они скатятся к противостоянию. 

Ждём ответа от депутатов ГосДумы. Обычно они довольно редкие на угрозы и Украине и Европе и США, но тут вопрос особый‼️",271
"232",2023-10-19,"⚡️Три американских военных базы на Ближнем Востоке подверглись нападению

Удары беспилотниками и Градом нанесены по базе Айн-эль-Асад в Ираке, а так же по базам Аль-Танф и Аль-Харир в Сирии и Ираке.

Видео пылающей  базы Эт-Танф опубликовал  . Появились сообщения о раненных американских военных.

Раненные солдаты США как раз к обращению Байдена к народу о необходимости поддерживать Израиль и Украину. Трамп и республиканцы снова на коне - деньги налогоплательщиков тратятся, солдаты гибнут, а Байдену только бы продолжать…",272
"233",2023-10-19,"Украина 🆚 Израиль

На видео инфографика с американской помощью различным странам, начиная аж с 1946 года. Видно, что у Израиля в вопросе получения помощи от Штатов конкурентов нет.

Это мы к тому, что по информации , Пентагон собирается отправить в Израиль десятки тысяч 155-мм снарядов, выделенных Украине:

«Официальные лица США предположили, что перенаправление снарядов из Украины в Израиль не окажет немедленного влияния на способность Украины бороться с российскими войсками».

Ну да, ну да. Так мы и поверили. Штаты сделали свой выбор. И этот выбор в пользу Израиля, а не нас. Тем более, что это полностью ложится в их тактику давления на Зеленского в вопросе начала мирных переговоров☝️",273
"234",2023-10-19,"🇺🇸🤝🇮🇱Он сукин сын, но он наш сукин сын!

США не считают уместным проводить международное расследование трагедии в госпитале в секторе Газа, заявили в Госдепе.

Официальный представитель Госдепа Мэттью Миллер:

«Я не считаю, что это уместно в настоящее время. Израиль уже предоставил достаточно свидетельств».

Вопросов больше не имею!",275
"235",2023-10-19,"«Мы с воинами и мы готовы»

Нетаньяху в очередной раз обещает вот-вот начать ввод ЦАХАЛ в сектор Газа.",276
"236",2023-10-19,"Цифровая диктатура и государственная пропаганда в ЕС

Палестино-Израильский конфликт вынуждает ЕС ускорить установление государственной цензуры в Интернет. Слишком велико в странах ЕС количество арабов и мусульман симпатизирующих Палестине, а не как официальные власти в Брюсселе, Израилю.

Новый Закон о цифровых услугах обязывает соцсети и онлайн-платформы обеспечить функционирование ""эффективных и прозрачных"" систем модерации и удаления ложной, вводящей в заблуждение и вредной информации.

Какую информацию считать ложной и вредной определят, понятно, власти...

Илон Маск настолько расстроился ущемлению свободы слова, что рассматривает возможность заблокировать доступ к Х [бывший ] пользователям в странах Европейского союза.

Тем временем  и  уже рады стараться и перевыполняют новые требования. Пользователи платформ  массово жалуются на блокировку и удаление их постов в поддержку Палестины, даже при отсутствии формальных нарушений правил платформ, а именно:

🔹 сообщения с поддержкой палестинцев;
🔹 сообщения, в которых говорится о том, что мирные жители были убиты или ранены в результате израильских авиаударов;
🔹сообщения, в которых говорится, что палестинцам пришлось покинуть свои дома. 

Аккаунты, призывавшие к мирным протестам просто заблокировали.  неправдоподобно оправдывается, что часть постов попали в теневой бан из-за случайной ошибки алгоритмов.

И у нас, и в РФ так уже блокировали . К чему это привело всем известно. Попытка установления госцензуры в ЕС - большая ошибка!",277
"237",2023-10-19,"🧩Боливар не выдержит двоих

Президент Израиля Ицхак Герцог  в интервью британской    заявил, что война на Ближнем Востоке является «битвой за цивилизацию», где Израиль защищает остальной мир:

«Это битва за цивилизацию, битва за человечество, и мы находимся на переднем крае, мы защищаем весь мир».

Где-то мы такое слышали... Совсем недавно...

Стоит ли удивляться, что Израиль не пускает к себе Зеленского? Ну зачем им конкуренция ""битв за цивилизацию""?  Зе потерял эксклюзив. Теперь не он один ""борется за светлое цивилизационное будущее""🤷‍♂️",278
